('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         956122 function calls (931836 primitive calls) in 13.337 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       66    0.000    0.000    0.003    0.000 typing.py:885(__init__)
        2    0.000    0.000    0.005    0.002 cookies.py:1(<module>)
       76    0.000    0.000    0.006    0.000 _htmlparser.py:127(handle_startendtag)
      261    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.001    0.000 _collections.py:341(extend)
        1    0.000    0.000    0.001    0.001 status_codes.py:109(_init)
      206    0.000    0.000    0.002    0.000 typing.py:723(<genexpr>)
        1    0.000    0.000    0.691    0.691 connectionpool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.723    0.723 connection.py:901(_ssl_wrap_socket_and_match_hostname)
        2    0.000    0.000    2.807    1.404 adapters.py:590(send)
        6    0.000    0.000    0.000    0.000 response.py:392(__len__)
        8    0.000    0.000    0.001    0.000 message.py:596(get_content_type)
       10    0.000    0.000    0.001    0.000 cookiejar.py:647(request_path)
      194    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        2    0.000    0.000    2.763    1.381 connectionpool.py:592(urlopen)
        1    0.000    0.000    0.061    0.061 css_match.py:1(<module>)
        2    0.000    0.000    0.083    0.041 request.py:1(<module>)
        7    0.000    0.000    0.006    0.001 typing.py:2761(_make_nmtuple)
      404    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
    29/16    0.000    0.000    2.095    0.131 {built-in method builtins.__import__}
       79    0.000    0.000    0.001    0.000 css_types.py:267(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.002    0.002 errors.py:1(<module>)
      150    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
       20    0.000    0.000    0.083    0.004 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       21    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
      162    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x76929edafd80}
    40/31    0.000    0.000    0.025    0.001 css_parser.py:746(parse_pseudo_open)
      416    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
  142/137    0.000    0.000    0.002    0.000 css_parser.py:385(_freeze_relations)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.077    0.077 pathlib.py:1(<module>)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       98    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       43    0.000    0.000    0.000    0.000 _collections.py:306(add)
        1    0.000    0.000    1.357    1.357 connection.py:724(connect)
      259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      423    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
    81/55    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
       12    0.000    0.000    0.001    0.000 copy.py:61(copy)
      169    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.016    0.016 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       55    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        3    0.000    0.000    0.420    0.140 response.py:1(<module>)
       12    0.000    0.000    0.001    0.000 cookies.py:46(get_origin_req_host)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
       53    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       19    0.000    0.000    0.001    0.000 cookiejar.py:677(escape_path)
        2    0.000    0.000    1.305    0.653 client.py:291(_read_status)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
      165    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
       27    0.000    0.000    0.004    0.000 typing.py:740(Optional)
      153    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        2    0.000    0.000    0.035    0.017 adapters.py:280(cert_verify)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.004    0.004 poolmanager.py:1(<module>)
        1    0.000    0.000    0.614    0.614 element.py:1(<module>)
       21    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       35    0.000    0.000    0.001    0.000 cookies.py:49(get_full_url)
       75    0.000    0.000    0.001    0.000 css_types.py:251(__init__)
        2    0.000    0.000    0.001    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.040    0.040 url.py:1(<module>)
      191    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
      232    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       53    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        6    0.000    0.000    0.012    0.002 cookies.py:124(extract_cookies_to_jar)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      335    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       43    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       12    0.000    0.000    0.003    0.000 cookiejar.py:726(is_third_party)
        9    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
  133/115    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
    91/64    0.000    0.000    0.009    0.000 typing.py:508(__getitem__)
       13    0.000    0.000    0.001    0.000 connection.py:410(putheader)
        8    0.000    0.000    0.001    0.000 cookies.py:35(__init__)
        6    0.000    0.000    0.001    0.000 feedparser.py:100(push)
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
       64    0.000    0.000    0.001    0.000 _policybase.py:319(header_fetch_parse)
      150    0.000    0.000    0.001    0.000 <frozen _collections_abc>:868(__iter__)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      129    0.000    0.000    0.001    0.000 typing.py:1454(<genexpr>)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.006    0.003 parser.py:41(parse)
        3    0.000    0.000    0.001    0.000 filter.py:378(__init__)
        6    0.000    0.000    0.002    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       50    0.000    0.000    0.001    0.000 ipaddress.py:1920(__init__)
        1    0.000    0.000    0.634    0.634 connection.py:198(_new_conn)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        3    0.000    0.000    0.591    0.197 exceptions.py:1(<module>)
      128    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       42    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        8    0.000    0.000    0.003    0.000 feedparser.py:176(_call_parse)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      9/7    0.000    0.000    0.045    0.006 <frozen importlib._bootstrap_external>:1287(create_module)
        2    0.000    0.000    0.007    0.004 adapters.py:336(build_response)
        5    0.000    0.000    0.339    0.068 models.py:890(content)
        3    0.000    0.000    0.001    0.000 cookiejar.py:1096(return_ok)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.072    0.072 client.py:1(<module>)
        1    0.000    0.000    0.072    0.072 <frozen ntpath>:1(<module>)
       75    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.001    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:722(__init__)
       66    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
        1    0.000    0.000    0.012    0.012 parse.py:1(<module>)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.003    0.003 __init__.py:135(BeautifulSoup)
       21    0.000    0.000    0.001    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.002    0.002 response.py:1061(read)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.014    0.014 shutil.py:1(<module>)
    35/33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.085    0.043 core.py:1(<module>)
        2    0.000    0.000    0.007    0.003 client.py:231(_parse_header_lines)
       63    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
      136    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.020    0.020 cookiejar.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.369    0.184 api.py:1(<module>)
        1    0.000    0.000    0.714    0.714 ssl_.py:413(ssl_wrap_socket)
        1    0.000    0.000    0.142    0.142 ssl_.py:1(<module>)
        1    0.000    0.000    0.157    0.157 adapters.py:1(<module>)
        2    0.000    0.000    0.001    0.001 response.py:1009(_raw_read)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       65    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        6    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        2    0.000    0.000    0.000    0.000 response.py:466(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.043    0.014 element.py:3024(find_all)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        7    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.227    0.227 ssl.py:956(_create)
        2    0.000    0.000    1.398    0.699 client.py:1384(getresponse)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.427    0.427 compat.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.583    0.583 _request_methods.py:1(<module>)
       10    0.000    0.000    0.002    0.000 structures.py:40(__init__)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.028    0.028 css_types.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        3    0.000    0.000    0.001    0.000 utils.py:755(should_bypass_proxies)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.003    0.001 utils.py:207(get_netrc_auth)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.007    0.007 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        1    0.000    0.000    0.634    0.634 connection.py:27(create_connection)
       43    0.000    0.000    0.000    0.000 message.py:511(set_raw)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.010    0.005 abc.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
      163    0.000    0.000    0.000    0.000 enum.py:1292(value)
        2    0.000    0.000    0.002    0.001 cookiejar.py:1356(add_cookie_header)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       16    0.000    0.000    0.034    0.002 css_parser.py:1149(process_selectors)
        1    0.000    0.000    0.000    0.000 client.py:1518(ImproperConnectionState)
        9    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.004    0.002 _collections.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.002    0.002 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.002    0.002 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1272(_cookies_for_domain)
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.325    0.325 socket.py:946(getaddrinfo)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       16    0.000    0.000    0.078    0.005 css_parser.py:306(__init__)
        1    0.000    0.000    0.118    0.118 cd.py:1(<module>)
        1    0.000    0.000    0.183    0.183 sessions.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       49    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.025    0.025 _typing.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       70    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.082    0.082 css_parser.py:428(CSSParser)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.002    0.002 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        9    0.000    0.000    0.002    0.000 cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
       13    0.000    0.000    0.000    0.000 connection.py:459(<genexpr>)
        1    0.000    0.000    0.004    0.004 hashlib.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        2    0.000    0.000    0.001    0.000 _collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        7    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        2    0.000    0.000    0.001    0.000 connection.py:390(putrequest)
        8    0.000    0.000    0.001    0.000 typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.001    0.001 connection.py:375(close)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        6    0.000    0.000    0.005    0.001 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      135    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.164    0.164 formatter.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.796    0.796 parser.py:105(feed)
        6    0.000    0.000    0.003    0.001 response.py:886(_error_catcher)
        3    0.000    0.000    0.042    0.014 filter.py:163(find_all)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
       42    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       88    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    3.164    3.164 api.py:14(request)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.055    0.027 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
        3    0.000    0.000    0.042    0.014 element.py:1266(_find_all)
        2    0.000    0.000    0.001    0.000 client.py:1027(send)
    70/39    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.003    0.001 readers.py:1(<module>)
        2    0.000    0.000    0.001    0.000 adapters.py:523(request_url)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.017    0.017 mimetypes.py:1(<module>)
       25    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _collections.py:295(__iter__)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.796    0.796 _htmlparser.py:433(feed)
        4    0.000    0.000    0.001    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       13    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       20    0.000    0.000    0.082    0.004 <frozen importlib._bootstrap_external>:164(_path_isdir)
       13    0.000    0.000    0.001    0.000 cookiejar.py:636(eff_request_host)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.004    0.004 lzma.py:1(<module>)
        2    0.000    0.000    0.001    0.001 adapters.py:423(get_connection_with_tls_context)
        9    0.000    0.000    0.001    0.000 cookiejar.py:1004(set_ok_path)
    20/16    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        2    0.000    0.000    0.092    0.046 client.py:245(parse_headers)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.693    0.693 _base_connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.004    0.004 sessions.py:457(prepare_request)
       25    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       70    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       43    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    3.164    3.164 api.py:62(get)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.000    0.000 response.py:399(get)
      134    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
    35/33    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        7    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.011    0.011 header.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:485(EncodingDetector)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    1.358    0.679 connectionpool.py:1085(_validate_conn)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    3.164    3.164 sessions.py:500(request)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        1    0.000    0.000    0.011    0.011 _htmlparser.py:1(<module>)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        6    0.000    0.000    0.003    0.001 contextlib.py:141(__exit__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       11    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.001    0.000 client.py:463(read)
        7    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1(<module>)
       35    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        8    0.000    0.000    0.023    0.003 <frozen genericpath>:16(exists)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        2    0.000    0.000    0.000    0.000 request.py:197(body_to_chunks)
        2    0.000    0.000    0.001    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:854(resolve_proxies)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.065    0.065 filepost.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       24    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.003    0.003 charset.py:1(<module>)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
       26    0.000    0.000    0.000    0.000 util.py:19(to_str)
