('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         956122 function calls (931836 primitive calls) in 13.337 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       26    0.000    0.000    0.000    0.000 connection.py:412(<genexpr>)
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _adapters.py:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.226    0.226 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.004    0.004 decoder.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.000    0.000 response.py:830(_init_length)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
        2    0.000    0.000    0.001    0.000 poolmanager.py:319(connection_from_context)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.002    0.002 _html5lib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
       25    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        4    0.000    0.000    0.001    0.000 typing_extensions.py:670(__new__)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       34    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       12    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.005    0.005 queue.py:1(<module>)
       49    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
        1    0.000    0.000    0.005    0.005 pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 response.py:1283(closed)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.002    0.002 socks.py:1(<module>)
        8    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       15    0.000    0.000    0.000    0.000 client.py:1064(_output)
        8    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.002    0.002 weakref.py:585(__call__)
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x76929edeca40}
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
        2    0.000    0.000    0.001    0.000 poolmanager.py:290(connection_from_host)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        5    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.020    0.020 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:275(parse_html_declaration)
        5    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.001    0.001 sessions.py:302(rebuild_proxies)
        1    0.000    0.000    0.364    0.364 css.py:1(<module>)
       12    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
       12    0.000    0.000    0.001    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 response.py:600(_init_decoder)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       10    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        2    0.000    0.000    0.001    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.044    0.044 feedparser.py:1(<module>)
        6    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.042    0.042 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.003    0.003 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        2    0.000    0.000    0.002    0.001 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        2    0.000    0.000    0.001    0.000 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 client.py:1013(close)
        2    0.000    0.000    0.012    0.006 <frozen genericpath>:39(isdir)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x76929ee5bce0}
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 poolmanager.py:344(connection_from_pool_key)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        2    0.000    0.000    0.001    0.000 response.py:952(_fp_read)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.042    0.042 css_parser.py:326(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
        3    0.000    0.000    0.001    0.000 request.py:2542(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        3    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       12    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.227    0.227 ssl.py:449(wrap_socket)
        2    0.000    0.000    0.000    0.000 response.py:388(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1282(ZipFile)
        1    0.000    0.000    0.002    0.002 _lxml.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        6    0.000    0.000    0.000    0.000 connection.py:169(host)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       58    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(clear)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.005    0.005 bz2.py:1(<module>)
        1    0.000    0.000    0.003    0.003 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 response.py:132(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
       10    0.000    0.000    0.000    0.000 cookiejar.py:926(is_blocked)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1587(_process_rfc2109_cookies)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       21    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        2    0.000    0.000    0.001    0.001 cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:968(set_ok_version)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        6    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 response.py:191(flush)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        2    0.000    0.000    0.002    0.001 models.py:610(prepare_cookies)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.003    0.003 core.py:21(where)
        2    0.000    0.000    0.000    0.000 response.py:395(put)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        2    0.000    0.000    0.001    0.001 socket.py:500(close)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
        2    0.000    0.000    0.013    0.006 utils.py:258(extract_zipped_paths)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 response.py:374(BytesQueueBuffer)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       10    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.003    0.003 _adapters.py:144(_reader)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
       27    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:717(__instancecheck__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        4    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        5    0.000    0.000    0.000    0.000 element.py:530(get_text)
       19    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.796    0.796 __init__.py:653(_feed)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        3    0.000    0.000    0.001    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 response.py:656(_flush_decoder)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        2    0.000    0.000    0.001    0.001 utils.py:816(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        7    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 connection.py:621(__init__)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:243(_new_pool)
        8    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        3    0.000    0.000    0.398    0.133 __init__.py:73(import_module)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        1    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 css.py:45(CSS)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
       10    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        9    0.000    0.000    0.000    0.000 cookiejar.py:995(set_ok_name)
        1    0.000    0.000    0.000    0.000 inspect.py:3050(from_callable)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.398    0.398 compat.py:30(_resolve_char_detection)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        3    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:763(_proto_hook)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        3    0.000    0.000    0.000    0.000 cookiejar.py:348(split_header_words)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.005    0.005 _parseaddr.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
       16    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl_.py:487(is_ipaddress)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
       13    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        2    0.000    0.000    0.000    0.000 poolmanager.py:388(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        2    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
        3    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
       45    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        3    0.000    0.000    0.398    0.133 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       27    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        4    0.000    0.000    0.000    0.000 response.py:554(retries)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 sessions.py:282(rebuild_auth)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        1    0.000    0.000    0.007    0.007 ssl.py:430(__new__)
        1    0.000    0.000    0.002    0.002 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 response.py:356(_get_decoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       12    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.004    0.004 base64mime.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1075(set_ok_port)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 connection.py:351(is_connected)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
       12    0.000    0.000    0.000    0.000 cookies.py:117(info)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
       10    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.003    0.003 _common.py:51(files)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        8    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
        1    0.000    0.000    0.000    0.000 sessions.py:333(rebuild_method)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
