         595791 function calls (592985 primitive calls) in 6.322 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/interfaces.py:87(AsyncConnectionInterface)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:384(_has_code_flag)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:636(eff_request_host)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/constants.py:38(_SendfileMode)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_synchronization.py:369(Semaphore)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/reprlib.py:12(decorating_function)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_models.py:249(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:277(__init__)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urls.py:282(raw_path)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.663    0.663 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/__init__.py:653(_feed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/streams/memory.py:54(_MemoryObjectStreamState)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       16    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:441(_encode_hostname)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:18(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/connection_pool.py:43(AsyncConnectionPool)
       15    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_headers.py:119(__getitem__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/http11.py:43(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/abc/_sockets.py:146(_SocketProvider)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_synchronization.py:512(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:304(__setitem__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1173(send)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/connection.py:81(ConnectionInputs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/selector_events.py:769(_SelectorTransport)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:616(set)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/interfaces.py:20(RequestInterface)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:546(_redirect_headers)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_transports/default.py:130(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1786(_check_instance)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:383(get_full_url)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/copy.py:61(copy)
        8    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/element.py:664(_last_descendant)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_decoders.py:92(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_synchronization.py:628(CapacityLimiterAdapter)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/streams/tls.py:291(TLSListener)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/lowlevel.py:123(RunVar)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:278(handle_decl)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/concurrent/futures/__init__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:1226(_splittag)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hpack/hpack.py:398(Decoder)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:305(headers)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_receivebuffer.py:64(__bytes__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:84(__init__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:295(isclass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/base_subprocess.py:10(BaseSubprocessTransport)
        5    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_models.py:167(__eq__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/from_thread.py:434(BlockingPortalProvider)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/selector_events.py:931(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:424(_merge_headers)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_decoders.py:101(flush)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_synchronization.py:198(LockAdapter)
       29    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/builder/__init__.py:680(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_transports/default.py:217(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/_abc.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_trace.py:55(__exit__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/interfaces.py:20(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:128(create_connection)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_connection.py:235(start_next_cycle)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.12/importlib/readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.12/importlib/resources/_common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:457(_build_request_auth)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/typing_extensions.py:1651(_set_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.021    0.021 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/certifi/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:468(read)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:281(__init__)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_typedattr.py:36(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:232(LazyLoader)
        4    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_decoders.py:233(__init__)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urlparse.py:482(percent_encoded)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/base_events.py:276(Server)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.12/importlib/resources/_adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_readers.py:148(ChunkedReader)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/stream.py:57(StreamState)
        7    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.12/importlib/resources/_common.py:51(files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:913(get_content_charset)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/http11.py:36(HTTPConnectionState)
        7    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:271(__exit__)
        1    0.000    0.000    0.035    0.035 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_ssl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection.py:167(can_handle_request)
        1    0.000    0.000    0.008    0.008 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/_path/__init__.py:100(CompleteDirs)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/signal.py:51(decorator)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:711(parse_qs)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:1110(set_cookie_header)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/typing_extensions.py:691(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:845(_is_valid_dispatch_type)
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/abc/_tasks.py:42(TaskGroup)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:391(_merge_url)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hyperframe/frame.py:278(DataFrame)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urls.py:150(username)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:1257(add_unredirected_header)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1734(clear_expired_cookies)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:413(_merge_cookies)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/abc/_testing.py:11(TestRunner)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/contextvars.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection.py:192(is_idle)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection.py:39(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hpack/huffman.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/streams/memory.py:197(MemoryObjectSendStream)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2777(kind)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:48(AsyncLock)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1971(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:437(__str__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/html/parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/streams/stapled.py:100(MultiListener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:56(MultiplexedPath)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_util.py:107(Sentinel)
        7    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/connection.py:38(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/streams.py:315(StreamWriter)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_auth.py:62(sync_auth_flow)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:420(iscoroutinefunction)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:239(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/abc/_sockets.py:105(SocketAttribute)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:347(close)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/element.py:2957(find)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_contextmanagers.py:23(ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hyperframe/__init__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:243(__enter__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/http_proxy.py:169(AsyncForwardHTTPConnection)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection.py:187(has_expired)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urlparse.py:422(validate_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_adapters.py:40(CompatibilityFiles)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/coroutines.py:20(iscoroutinefunction)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:247(__exit__)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:390(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1004(set_ok_path)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:333(full_url)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/events.py:29(Handle)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hyperframe/frame.py:543(PingFrame)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1188(domain_return_ok)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/utils.py:355(unquote)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:17(PoolRequest)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hyperframe/frame.py:197(Padding)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/streams/memory.py:42(_MemoryObjectItemReceiver)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_common.py:80(_)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:83(_same_origin)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:652(encoding)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/locks.py:445(Barrier)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1801(_shadowed_dict_from_mro_tuple)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_transports/default.py:74(_load_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/builder/__init__.py:204(__init__)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/typing_extensions.py:2925(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_synchronization.py:453(SemaphoreAdapter)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/config.py:19(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hyperframe/frame.py:408(SettingsFrame)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_events.py:247(__post_init__)
       16    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_exceptions.py:366(request_context)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:44(_debug)
        2    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hyperframe/frame.py:854(ExtensionFrame)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/timeouts.py:18(_State)
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/abc/_sockets.py:320(ConnectedUDPSocket)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:240(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:43(ConnectionPool)
