         595791 function calls (592985 primitive calls) in 6.322 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urlparse.py:167(authority)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1428(_fixupParents)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1465(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      136    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:935(__eq__)
        1    0.000    0.000    0.045    0.045 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/settings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:189(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1389(_normalized_cookie_tuples)
    56/49    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:398(_simple)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/concurrent/futures/_base.py:1(<module>)
       87    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       56    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:67(_normalize_header_key)
       37    0.000    0.000    0.003    0.000 /usr/lib/python3.12/dataclasses.py:1240(dataclass)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_util.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:86(opengroup)
       17    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:885(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:746(Literal)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_writers.py:1(<module>)
      103    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.004    0.004 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/abc/_eventloop.py:1(<module>)
    60/30    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
    20/16    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/filter.py:492(_make_match_rules)
       33    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.070    0.070 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_backends/sync.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urls.py:77(__init__)
      137    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.374    0.374 /usr/lib/python3.12/ssl.py:683(create_default_context)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2095(_signature_bound_method)
       30    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/settings.py:93(Settings)
        2    0.000    0.000    1.079    0.540 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http11.py:170(_receive_response_headers)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/connection_pool.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_urlparse.py:200(__str__)
        1    0.000    0.000    4.109    4.109 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_transports/default.py:136(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/base_events.py:409(BaseEventLoop)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1816(getattr_static)
        3    0.000    0.000    0.040    0.013 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/element.py:1266(_find_all)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x790d3aa1cae0}
        2    0.000    0.000    0.006    0.003 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:1101(extract_cookies)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:660(_c3_merge)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1194(__instancecheck__)
       29    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.001    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_models.py:371(__init__)
      148    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       56    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:74(_normalize_header_value)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:156(close)
        1    0.000    0.000    1.322    1.322 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_synchronization.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2001(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_common.py:21(package_to_anchor)
       49    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/streams/stapled.py:28(StapledByteStream)
      154    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        4    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_decoders.py:260(flush)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:947(quote_from_bytes)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:231(__init__)
       93    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:432(<genexpr>)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:504(set_alpn_protocols)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:1456(formatannotation)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:83(groups)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:852(register)
      148    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       20    0.000    0.000    0.040    0.002 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:232(http2time)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1096(return_ok)
        1    0.000    0.000    0.001    0.001 <frozen importlib.util>:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:297(request_host)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1576(__repr__)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:340(build_request)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:2799(__str__)
       28    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       15    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:397(add_header)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1795(_check_class)
        2    0.000    0.000    0.001    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http11.py:140(_send_request_headers)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1185(__init__)
        1    0.000    0.000    0.062    0.062 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_streams.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_connection.py:544(send_with_data_passthrough)
        3    0.000    0.000    0.040    0.013 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/element.py:3024(find_all)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.12/types.py:192(__init__)
        1    0.000    0.000    0.543    0.543 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/to_thread.py:1(<module>)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
      133    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:155(encode)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1497(__init__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/asyncio/sslproto.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/filter.py:224(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2186(get_type_hints)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:517(isbuiltin)
       29    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/element.py:2368(get_attribute_list)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.046    0.046 /usr/lib/python3.12/ssl.py:449(wrap_socket)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:516(__init__)
        1    0.000    0.000    4.110    4.110 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:639(__init__)
        1    0.000    0.000    5.603    5.603 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_api.py:39(request)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:747(unwrap)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:409(close)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/connection.py:274(H2Connection)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:475(_build_redirect_request)
    22/20    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/frame_buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hpack/table.py:1(<module>)
        1    0.000    0.000    0.309    0.309 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hpack/__init__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1841(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:387(_parse_path)
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1667(set_cookie)
        1    0.000    0.000    3.101    3.101 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_api.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_util.py:108(__new__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/importlib/resources/abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http11.py:152(_send_request_body)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.12/urllib/request.py:339(full_url)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/typing_extensions.py:1680(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/events.py:211(AbstractEventLoop)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:252(get_list)
        1    0.000    0.000    0.102    0.102 /usr/lib/python3.12/socket.py:946(getaddrinfo)
        1    0.000    0.000    1.280    1.280 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_client.py:964(_send_handling_redirects)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:683(timegm)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http11.py:238(_response_closed)
        4    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_connection.py:93(_body_framing)
        2    0.000    0.000    0.039    0.019 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/typing_extensions.py:2942(__call__)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/config.py:171(__init__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:98(closegroup)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_backends/auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/subprocess.py:749(Popen)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:1084(__init__)
        3    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_utils.py:8(is_socket_readable)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1015(set_ok_domain)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.12/urllib/request.py:370(_parse)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.12/encodings/__init__.py:71(search_function)
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:2505(getproxies_environment)
      7/3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1393(__repr__)
       93    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1356(add_cookie_header)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.12/urllib/parse.py:1095(_splittype)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_connection.py:167(__init__)
       11    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:195(raw)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:73(_parseparam)
        1    0.000    0.000    0.383    0.383 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_config.py:23(create_ssl_context)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.12/asyncio/staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_async/interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:656(_get_params_preserve)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/asyncio/timeouts.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:620(request_host)
        1    0.000    0.000    0.221    0.221 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/anyio/_core/_tasks.py:20(CancelScope)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1813(_shadowed_dict)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h2/exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/zipfile/_path/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:800(singledispatch)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/__init__.py:219(finditer)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/__init__.py:669(reset)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:647(request_path)
        6    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_backends/sync.py:130(write)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.12/importlib/resources/readers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1533(__getitem_inner__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http2.py:42(HTTP2Connection)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:761(__init__)
      109    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       11    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/bs4/dammit.py:1371(numeric_character_reference)
        5    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:341(_close_connections)
        4    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_events.py:337(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/__init__.py:73(import_module)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:3050(from_callable)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_backends/anyio.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       43    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      116    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:251(__init__)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:433(<genexpr>)
    16/10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:237(_type_repr)
       37    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       37    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1458(repl)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:677(escape_path)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:699(_get_content_decoder)
        1    0.000    0.000    0.001    0.001 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/h11/_receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_backends/mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_sync/http11.py:47(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_backends/base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/encodings/idna.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:413(_splitnetloc)
       20    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:274(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1738(_no_init_or_replace_init)
       87    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:313(header_store_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/tasks.py:83(Task)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1557(<genexpr>)
        1    0.000    0.000    0.045    0.045 /usr/lib/python3.12/ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/selector_events.py:53(BaseSelectorEventLoop)
        7    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpx/_models.py:346(__contains__)
        2    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/httpcore/_models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/hpack/table.py:26(HeaderTable)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/asyncio/runners.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:3066(replace)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:372(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:265(getwhile)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/asyncio/futures.py:30(Future)
        1    0.000    0.000    0.008    0.008 /mnt/c/DSB4_Package_management.ID_1577671-1/src/ex00/marivede/lib/python3.12/site-packages/certifi/core.py:21(where)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1272(_cookies_for_domain)
